"tss_id"	"gene_symbol"	"chr"	"strand"	"promoter"	"position"	"transcripts"
"FANCD2OS_P1"	"FANCD2OS"	"chr3"	"-"	"P1"	10108255	"ENST00000431315"
"FANCE_P1"	"FANCE"	"chr6"	"+"	"P1"	35452342	"ENST00000648059"
"FANCF_P1"	"FANCF"	"chr11"	"-"	"P1"	22625823	"ENST00000327470"
"FANCG_P1"	"FANCG"	"chr9"	"-"	"P1"	35079941	"ENST00000425676"
"FANCI_P1"	"FANCI"	"chr15"	"+"	"P1"	89243979	"ENST00000300027"
"FANCL_P1"	"FANCL"	"chr2"	"-"	"P1"	58241325	"ENST00000403295"
"FANCM_P1"	"FANCM"	"chr14"	"+"	"P1"	45135964	"ENST00000556036"
"FANK1_P1"	"FANK1"	"chr10"	"+"	"P1"	125896564	"ENST00000368693"
"FAP_P1"	"FAP"	"chr2"	"-"	"P1"	162243445	"ENST00000627638"
"FAR1_P1"	"FAR1"	"chr11"	"+"	"P1"	13668689	"ENST00000354817"
"FAR2_P1"	"FAR2"	"chr12"	"+"	"P1"	29149302	"ENST00000551451"
"FARP1_P1"	"FARP1"	"chr13"	"+"	"P1"	98143094	"ENST00000627049"
"FARP2_P1"	"FARP2"	"chr2"	"+"	"P1"	241356285	"ENST00000264042"
"FARS2_P1"	"FARS2"	"chr6"	"+"	"P1"	5261526	"ENST00000324331"
"FARSA_P1"	"FARSA"	"chr19"	"-"	"P1"	12933711	"ENST00000588025"
"FARSB_P1"	"FARSB"	"chr2"	"-"	"P1"	222656092	"ENST00000281828"
"FAS_P1"	"FAS"	"chr10"	"+"	"P1"	88990803	"ENST00000612663"
"FASLG_P1"	"FASLG"	"chr1"	"+"	"P1"	172659103	"ENST00000367721"
"FASN_P1"	"FASN"	"chr17"	"-"	"P1"	82098235	"ENST00000306749"
"FASTK_P1"	"FASTK"	"chr7"	"-"	"P1"	151080801	"ENST00000540185"
"FASTKD1_P1"	"FASTKD1"	"chr2"	"-"	"P1"	169573844	"ENST00000453153"
"FASTKD2_P1"	"FASTKD2"	"chr2"	"+"	"P1"	206765606	"ENST00000236980"
"FASTKD3_P1"	"FASTKD3"	"chr5"	"-"	"P1"	7869030	"ENST00000264669"
"FAT1_P2"	"FAT1"	"chr4"	"-"	"P2"	186723801	"ENST00000441802"
"FAT1_P1"	"FAT1"	"chr4"	"-"	"P1"	186726665	"ENST00000509647"
"FAT2_P1"	"FAT2"	"chr5"	"-"	"P1"	151568859	"ENST00000261800"
"FAT2_P1P2(W)"	"FAT2"	"chr5"	"-"	"P1P2(W)"	151591286	NA
"FAT3_P1P2(W)"	"FAT3"	"chr11"	"+"	"P1P2(W)"	92352221	NA
"FAT3_P1"	"FAT3"	"chr11"	"+"	"P1"	92883036	"ENST00000489716"
"FAT4_P2"	"FAT4"	"chr4"	"+"	"P2"	125316399	"ENST00000394329"
"FAT4_P1"	"FAT4"	"chr4"	"+"	"P1"	125393936	"ENST00000335110"
"FAT4_P3"	"FAT4"	"chr4"	"+"	"P3"	125446111	"ENST00000509444"
"FATE1_P1"	"FATE1"	"chrX"	"+"	"P1"	151716035	"ENST00000370350"
"FAU_P1"	"FAU"	"chr11"	"-"	"P1"	65122134	"ENST00000529639"
"FAXC_P1"	"FAXC"	"chr6"	"-"	"P1"	99349657	"ENST00000389677"
"FAXDC2_P2(W)"	"FAXDC2"	"chr5"	"-"	"P2(W)"	154835000	NA
"FAXDC2_P1"	"FAXDC2"	"chr5"	"-"	"P1"	154850597	"ENST00000326080"
"FBF1_P1"	"FBF1"	"chr17"	"-"	"P1"	75941042	"ENST00000586717"
"FBH1_P1"	"FBH1"	"chr10"	"+"	"P1"	5890252	"ENST00000397269"
"FBL_P1"	"FBL"	"chr19"	"-"	"P1"	39846379	"ENST00000221801"
"FBLIM1_P1"	"FBLIM1"	"chr1"	"+"	"P1"	15758795	"ENST00000375766"
"FBLL1_P1"	"FBLL1"	"chr5"	"+"	"P1"	168529324	"ENST00000338333"
"FBLN1_P1"	"FBLN1"	"chr22"	"+"	"P1"	45502883	"ENST00000455233"
"FBLN2_P1"	"FBLN2"	"chr3"	"+"	"P1"	13549157	"ENST00000404922"
"FBLN5_P1"	"FBLN5"	"chr14"	"-"	"P1"	91947412	"ENST00000267620"
"FBLN7_P1"	"FBLN7"	"chr2"	"+"	"P1"	112138416	"ENST00000331203"
"FBN1_P1"	"FBN1"	"chr15"	"-"	"P1"	48645709	"ENST00000316623"
"FBN2_P1"	"FBN2"	"chr5"	"-"	"P1"	128538245	"ENST00000262464"
"FBN3_P1"	"FBN3"	"chr19"	"-"	"P1"	8149561	"ENST00000600128"
"FBP1_P1"	"FBP1"	"chr9"	"-"	"P1"	94639511	"ENST00000375326"
"FBP2_P1"	"FBP2"	"chr9"	"-"	"P1"	94593824	"ENST00000375337"
"FBRS_P1"	"FBRS"	"chr16"	"+"	"P1"	30658431	"ENST00000356166"
"FBRS_P2"	"FBRS"	"chr16"	"+"	"P2"	30659922	"ENST00000498588"
"FBRSL1_P1P2(W)"	"FBRSL1"	"chr12"	"+"	"P1P2(W)"	132490176	NA
"FBRSL1_P1"	"FBRSL1"	"chr12"	"+"	"P1"	132560025	"ENST00000539264"
"FBXL12_P1"	"FBXL12"	"chr19"	"-"	"P1"	9819078	"ENST00000586651"
"FBXL13_P1"	"FBXL13"	"chr7"	"-"	"P1"	103074796	"ENST00000379305"
"FBXL14_P1"	"FBXL14"	"chr12"	"-"	"P1"	1594554	"ENST00000339235"
"FBXL15_P1"	"FBXL15"	"chr10"	"+"	"P1"	102420836	"ENST00000440407"
"FBXL16_P1"	"FBXL16"	"chr16"	"-"	"P1"	705752	"ENST00000397621"
"FBXL17_P1"	"FBXL17"	"chr5"	"-"	"P1"	108381410	"ENST00000359660"
"FBXL18_P1"	"FBXL18"	"chr7"	"-"	"P1"	5513797	"ENST00000415009"
"FBXL19_P1"	"FBXL19"	"chr16"	"+"	"P1"	30923855	"ENST00000338343"
"FBXL2_P1"	"FBXL2"	"chr3"	"+"	"P1"	33277445	"ENST00000498807"
"FBXL20_P1"	"FBXL20"	"chr17"	"-"	"P1"	39401625	"ENST00000264658"
"FBXL22_P1"	"FBXL22"	"chr15"	"+"	"P1"	63597387	"ENST00000360587"
"FBXL3_P1"	"FBXL3"	"chr13"	"-"	"P1"	77027159	"ENST00000355619"
"FBXL4_P1"	"FBXL4"	"chr6"	"-"	"P1"	98947945	"ENST00000369244"
"FBXL5_P1"	"FBXL5"	"chr4"	"-"	"P1"	15655350	"ENST00000341285"
"FBXL5_P3"	"FBXL5"	"chr4"	"-"	"P3"	15659839	"ENST00000503196"
"FBXL5_P2"	"FBXL5"	"chr4"	"-"	"P2"	15681569	"ENST00000510802"
"FBXL6_P1"	"FBXL6"	"chr8"	"-"	"P1"	144358472	"ENST00000524492"
"FBXL7_P1"	"FBXL7"	"chr5"	"+"	"P1"	15500180	"ENST00000504595"
"FBXL8_P1"	"FBXL8"	"chr16"	"+"	"P1"	67159959	"ENST00000258200"
"FBXO10_P1"	"FBXO10"	"chr9"	"-"	"P1"	37576350	"ENST00000432825"
"FBXO11_P1"	"FBXO11"	"chr2"	"-"	"P1"	47906149	"ENST00000403359"
"FBXO15_P1"	"FBXO15"	"chr18"	"-"	"P1"	74147834	"ENST00000583443"
"FBXO16_P1"	"FBXO16"	"chr8"	"-"	"P1"	28490229	"ENST00000521548"
"FBXO17_P1"	"FBXO17"	"chr19"	"-"	"P1"	38975707	"ENST00000292852"
"FBXO2_P1"	"FBXO2"	"chr1"	"-"	"P1"	11654429	"ENST00000354287"
"FBXO21_P1"	"FBXO21"	"chr12"	"-"	"P1"	117190470	"ENST00000622495"
"FBXO22_P1"	"FBXO22"	"chr15"	"+"	"P1"	75903936	"ENST00000308275"
"FBXO24_P1"	"FBXO24"	"chr7"	"+"	"P1"	100586328	"ENST00000241071"
"FBXO25_P1"	"FBXO25"	"chr8"	"+"	"P1"	406958	"ENST00000350302"
"FBXO27_P1"	"FBXO27"	"chr19"	"-"	"P1"	39032264	"ENST00000509137"
"FBXO28_P1"	"FBXO28"	"chr1"	"+"	"P1"	224114119	"ENST00000366862"
"FBXO3_P2(W)"	"FBXO3"	"chr11"	"-"	"P2(W)"	33753400	NA
"FBXO3_P1"	"FBXO3"	"chr11"	"-"	"P1"	33774520	"ENST00000526785"
"FBXO30_P1"	"FBXO30"	"chr6"	"-"	"P1"	145814759	"ENST00000237281"
"FBXO31_P1"	"FBXO31"	"chr16"	"-"	"P1"	87383757	"ENST00000311635"
"FBXO32_P1"	"FBXO32"	"chr8"	"-"	"P1"	123541206	"ENST00000517956"
"FBXO33_P1"	"FBXO33"	"chr14"	"-"	"P1"	39432166	"ENST00000298097"
"FBXO34_P1"	"FBXO34"	"chr14"	"+"	"P1"	55271421	"ENST00000313833"
"FBXO36_P1"	"FBXO36"	"chr2"	"+"	"P1"	229922506	"ENST00000373652"
"FBXO38_P1"	"FBXO38"	"chr5"	"+"	"P1"	148383991	"ENST00000296701"
"FBXO39_P1"	"FBXO39"	"chr17"	"+"	"P1"	6776215	"ENST00000321535"
"FBXO4_P1"	"FBXO4"	"chr5"	"+"	"P1"	41925305	"ENST00000513496"
"FBXO40_P1"	"FBXO40"	"chr3"	"+"	"P1"	121593379	"ENST00000338040"
"FBXO41_P1"	"FBXO41"	"chr2"	"-"	"P1"	73284455	"ENST00000521871"
"FBXO42_P1"	"FBXO42"	"chr1"	"-"	"P1"	16352473	"ENST00000375592"
"FBXO43_P1"	"FBXO43"	"chr8"	"-"	"P1"	100145817	"ENST00000428847"
"FBXO44_P1"	"FBXO44"	"chr1"	"+"	"P1"	11654877	"ENST00000425796"
"FBXO45_P1"	"FBXO45"	"chr3"	"+"	"P1"	196568666	"ENST00000440469"
"FBXO46_P1"	"FBXO46"	"chr19"	"-"	"P1"	45730896	"ENST00000317683"
"FBXO47_P1"	"FBXO47"	"chr17"	"-"	"P1"	38967399	"ENST00000378079"
"FBXO48_P1"	"FBXO48"	"chr2"	"-"	"P1"	68467294	"ENST00000377957"
"FBXO5_P1"	"FBXO5"	"chr6"	"-"	"P1"	152983039	"ENST00000229758"
"FBXO6_P1"	"FBXO6"	"chr1"	"+"	"P1"	11664201	"ENST00000376753"
"FBXO7_P1"	"FBXO7"	"chr22"	"+"	"P1"	32474727	"ENST00000266087"
"FBXO8_P2(W)"	"FBXO8"	"chr4"	"-"	"P2(W)"	174263036	NA
"FBXO8_P1"	"FBXO8"	"chr4"	"-"	"P1"	174283667	"ENST00000503293"
"FBXO9_P1"	"FBXO9"	"chr6"	"+"	"P1"	53065404	"ENST00000370939"
"FBXW10_P1"	"FBXW10"	"chr17"	"+"	"P1"	18744054	"ENST00000395665"
"FBXW11_P1"	"FBXW11"	"chr5"	"-"	"P1"	172006638	"ENST00000296933"
"FBXW12_P1"	"FBXW12"	"chr3"	"+"	"P1"	48372219	"ENST00000296438"
"FBXW12_P2"	"FBXW12"	"chr3"	"+"	"P2"	48379737	"ENST00000468158"
"FBXW2_P1"	"FBXW2"	"chr9"	"-"	"P1"	120793404	"ENST00000608872"
"FBXW4_P1"	"FBXW4"	"chr10"	"-"	"P1"	101695170	"ENST00000331272"
"FBXW5_P1"	"FBXW5"	"chr9"	"-"	"P1"	136944658	"ENST00000325285"
"FBXW7_P2"	"FBXW7"	"chr4"	"-"	"P2"	152352768	"ENST00000393956"
"FBXW7_ENST00000603841(W)"	"FBXW7"	"chr4"	"-"	"ENST00000603841(W)"	152411784	NA
"FBXW7_P1"	"FBXW7"	"chr4"	"-"	"P1"	152536063	"ENST00000603548"
"FBXW8_P1"	"FBXW8"	"chr12"	"+"	"P1"	116910980	"ENST00000309909"
"FBXW9_P1"	"FBXW9"	"chr19"	"-"	"P1"	12696631	"ENST00000587296"
"FCAMR_P1"	"FCAMR"	"chr1"	"-"	"P1"	206970460	"ENST00000324863"
"FCAR_P1"	"FCAR"	"chr19"	"+"	"P1"	54874235	"ENST00000391726"
"FCER1A_P1"	"FCER1A"	"chr1"	"+"	"P1"	159302336	"ENST00000368114"
"FCER1G_P1"	"FCER1G"	"chr1"	"+"	"P1"	161215295	"ENST00000490414"
"FCER2_P2"	"FCER2"	"chr19"	"-"	"P2"	7699441	"ENST00000360067"
"FCER2_P1"	"FCER2"	"chr19"	"-"	"P1"	7702131	"ENST00000346664"
"FCF1_P1"	"FCF1"	"chr14"	"+"	"P1"	74713170	"ENST00000554590"
"FCGBP_P1"	"FCGBP"	"chr19"	"-"	"P1"	39934633	"ENST00000641975"
"FCGR1A_P1"	"FCGR1A"	"chr1"	"+"	"P1"	149782671	"ENST00000444948"
"FCGR1A_P1P2(W)"	"FCGR1A"	"chr1"	"+"	"P1P2(W)"	149784100	NA
"FCGR1A_P2"	"FCGR1A"	"chr1"	"+"	"P2"	149790368	"ENST00000489704"
"FCGR1B_P1"	"FCGR1B"	"chr1"	"+"	"P1"	121087362	"ENST00000453173"
"FCGR1B_P1P2(W)"	"FCGR1B"	"chr1"	"-"	"P1P2(W)"	143874754	NA
"FCGR2A_P1"	"FCGR2A"	"chr1"	"+"	"P1"	161505457	"ENST00000367972"
"FCGR2B_ENST00000403078(W)"	"FCGR2B"	"chr1"	"+"	"ENST00000403078(W)"	161581310	NA
"FCGR2B_P1"	"FCGR2B"	"chr1"	"+"	"P1"	161663147	"ENST00000236937"
"FCGR3A_P1"	"FCGR3A"	"chr1"	"-"	"P1"	161549802	"ENST00000367969"
"FCGR3B_P1"	"FCGR3B"	"chr1"	"-"	"P1"	161631176	"ENST00000650385"
"FCGRT_P1"	"FCGRT"	"chr19"	"+"	"P1"	49513266	"ENST00000426395"
"FCHO1_P1"	"FCHO1"	"chr19"	"+"	"P1"	17747756	"ENST00000594202"
"FCHO1_P2"	"FCHO1"	"chr19"	"+"	"P2"	17751515	"ENST00000596536"
"FCHO1_P3"	"FCHO1"	"chr19"	"+"	"P3"	17778820	"ENST00000600058"
"FCHO2_P1"	"FCHO2"	"chr5"	"+"	"P1"	72956041	"ENST00000430046"
"FCHSD1_P1"	"FCHSD1"	"chr5"	"-"	"P1"	141651396	"ENST00000435817"
"FCHSD2_P1"	"FCHSD2"	"chr11"	"-"	"P1"	73142279	"ENST00000311172"
"FCMR_P1"	"FCMR"	"chr1"	"-"	"P1"	206921941	"ENST00000367091"
"FCN1_P1"	"FCN1"	"chr9"	"-"	"P1"	134917909	"ENST00000616356"
"FCN2_P1"	"FCN2"	"chr9"	"+"	"P1"	134880815	"ENST00000291744"
"FCN3_P1"	"FCN3"	"chr1"	"-"	"P1"	27374824	"ENST00000270879"
"FCRL1_P1"	"FCRL1"	"chr1"	"-"	"P1"	157820091	"ENST00000358292"
"FCRL2_P1"	"FCRL2"	"chr1"	"-"	"P1"	157777132	"ENST00000361516"
"FCRL3_P1"	"FCRL3"	"chr1"	"-"	"P1"	157700769	"ENST00000477837"
"FCRL4_P1"	"FCRL4"	"chr1"	"-"	"P1"	157598085	"ENST00000271532"
"FCRL5_P1"	"FCRL5"	"chr1"	"-"	"P1"	157552477	"ENST00000361835"
"FCRL6_P1"	"FCRL6"	"chr1"	"+"	"P1"	159800512	"ENST00000540741"
"FCRL6_P2(W)"	"FCRL6"	"chr1"	"+"	"P2(W)"	159802350	NA
"FCRLA_P1"	"FCRLA"	"chr1"	"+"	"P1"	161707229	"ENST00000236938"
"FCRLB_P2(W)"	"FCRLB"	"chr1"	"+"	"P2(W)"	161722250	NA
"FCRLB_P1"	"FCRLB"	"chr1"	"+"	"P1"	161725873	"ENST00000495397"
"FDCSP_P1"	"FDCSP"	"chr4"	"+"	"P1"	70226124	"ENST00000317987"
"FDFT1_P1"	"FDFT1"	"chr8"	"+"	"P1"	11802741	"ENST00000623368"
"FDFT1_P2"	"FDFT1"	"chr8"	"+"	"P2"	11808468	"ENST00000525954"
"FDPS_P1"	"FDPS"	"chr1"	"+"	"P1"	155308866	"ENST00000611010"
"FDX1_P1"	"FDX1"	"chr11"	"+"	"P1"	110429960	"ENST00000260270"
"FDX2_P1"	"FDX2"	"chr19"	"-"	"P1"	10316001	"ENST00000393708"
"FDXACB1_P1"	"FDXACB1"	"chr11"	"-"	"P1"	111879163	"ENST00000260257"
"FDXR_P1"	"FDXR"	"chr17"	"-"	"P1"	74872974	"ENST00000583881"
"FECH_P1"	"FECH"	"chr18"	"-"	"P1"	57586679	"ENST00000262093"
"FEM1A_P1"	"FEM1A"	"chr19"	"+"	"P1"	4791734	"ENST00000269856"
"FEM1B_P1"	"FEM1B"	"chr15"	"+"	"P1"	68277775	"ENST00000306917"
"FEM1C_P1"	"FEM1C"	"chr5"	"-"	"P1"	115544775	"ENST00000274457"
"FEN1_P1"	"FEN1"	"chr11"	"+"	"P1"	61792911	"ENST00000305885"
"FER_P2"	"FER"	"chr5"	"+"	"P2"	108747897	"ENST00000281092"
"FER_P1"	"FER"	"chr5"	"+"	"P1"	108748950	"ENST00000504143"
"FER1L5_P1"	"FER1L5"	"chr2"	"+"	"P1"	96642764	"ENST00000505256"
"FER1L6_P1"	"FER1L6"	"chr8"	"+"	"P1"	123851987	"ENST00000522917"
"FER1L6_ENST00000399018(W)"	"FER1L6"	"chr8"	"+"	"ENST00000399018(W)"	123955984	NA
"FERD3L_P1"	"FERD3L"	"chr7"	"-"	"P1"	19145859	"ENST00000275461"
"FERMT1_P1"	"FERMT1"	"chr20"	"-"	"P1"	6123030	"ENST00000536936"
"FERMT2_P1"	"FERMT2"	"chr14"	"-"	"P1"	52951050	"ENST00000395631"
"FERMT3_P1"	"FERMT3"	"chr11"	"+"	"P1"	64206721	"ENST00000544997"
"FERMT3_P2(W)"	"FERMT3"	"chr11"	"+"	"P2(W)"	64207756	NA
"FES_P1"	"FES"	"chr15"	"+"	"P1"	90884504	"ENST00000328850"
"FETUB_P1"	"FETUB"	"chr3"	"+"	"P1"	186640399	"ENST00000382134"
"FEV_P1"	"FEV"	"chr2"	"-"	"P1"	218984307	"ENST00000470119"
"FEZ1_P2"	"FEZ1"	"chr11"	"-"	"P2"	125481597	"ENST00000527350"
"FEZ1_P1"	"FEZ1"	"chr11"	"-"	"P1"	125496265	"ENST00000278919"
"FEZ1_P3"	"FEZ1"	"chr11"	"-"	"P3"	125592486	"ENST00000648911"
"FEZ2_P1"	"FEZ2"	"chr2"	"-"	"P1"	36598150	"ENST00000379245"
"FEZF1_P1"	"FEZF1"	"chr7"	"-"	"P1"	122304750	"ENST00000442488"
"FEZF2_P1"	"FEZF2"	"chr3"	"-"	"P1"	62372942	"ENST00000475839"
"FFAR1_P1"	"FFAR1"	"chr19"	"+"	"P1"	35351552	"ENST00000246553"
"FFAR2_P1"	"FFAR2"	"chr19"	"+"	"P1"	35448257	"ENST00000599180"
"FFAR2_P1(D)"	"FFAR2"	"chr19"	"+"	"P1(D)"	35449452.5	NA
"FFAR3_P1"	"FFAR3"	"chr19"	"+"	"P1"	35358460	"ENST00000327809"
"FFAR4_P1"	"FFAR4"	"chr10"	"+"	"P1"	93566692	"ENST00000371481"
"FGA_P1"	"FGA"	"chr4"	"-"	"P1"	154590742	"ENST00000302053"
"FGB_P1"	"FGB"	"chr4"	"+"	"P1"	154563011	"ENST00000302068"
"FGD1_P1"	"FGD1"	"chrX"	"-"	"P1"	54495893	"ENST00000375135"
"FGD2_P1"	"FGD2"	"chr6"	"+"	"P1"	37005655	"ENST00000489356"
"FGD3_P1"	"FGD3"	"chr9"	"+"	"P1"	92964322	"ENST00000416701"
"FGD4_P2"	"FGD4"	"chr12"	"+"	"P2"	32399558	"ENST00000534526"
"FGD4_P1"	"FGD4"	"chr12"	"+"	"P1"	32485973	"ENST00000531134"
"FGD4_P3"	"FGD4"	"chr12"	"+"	"P3"	32534322	"ENST00000525053"
"FGD5_P1"	"FGD5"	"chr3"	"+"	"P1"	14810688	"ENST00000640506"
"FGD5_P1P2(W)"	"FGD5"	"chr3"	"+"	"P1P2(W)"	14819084	NA
"FGD6_P1"	"FGD6"	"chr12"	"-"	"P1"	95217409	"ENST00000343958"
"FGF1_P1"	"FGF1"	"chr5"	"-"	"P1"	142686066	"ENST00000619447"
"FGF1_P2"	"FGF1"	"chr5"	"-"	"P2"	142698021	"ENST00000621536"
"FGF10_P1"	"FGF10"	"chr5"	"-"	"P1"	44389420	"ENST00000513107"
"FGF11_P1"	"FGF11"	"chr17"	"+"	"P1"	7438303	"ENST00000575235"
"FGF11_P2(W)"	"FGF11"	"chr17"	"+"	"P2(W)"	7440774	NA
"FGF12_ENST00000454309(W)"	"FGF12"	"chr3"	"-"	"ENST00000454309(W)"	192409100	NA
"FGF12_P1"	"FGF12"	"chr3"	"-"	"P1"	192727541	"ENST00000445105"
"FGF13_P2"	"FGF13"	"chrX"	"-"	"P2"	138711717	"ENST00000315930"
"FGF13_P1"	"FGF13"	"chrX"	"-"	"P1"	139205023	"ENST00000626909"
"FGF14_ENST00000376143(W)"	"FGF14"	"chr13"	"-"	"ENST00000376143(W)"	101916578	NA
"FGF14_P1"	"FGF14"	"chr13"	"-"	"P1"	102402432	"ENST00000418923"
"FGF16_P1"	"FGF16"	"chrX"	"+"	"P1"	77447389	"ENST00000439435"
"FGF16_ENST00000439435(W)"	"FGF16"	"chrX"	"+"	"ENST00000439435(W)"	77454156	NA
"FGF17_P1"	"FGF17"	"chr8"	"+"	"P1"	22042839	"ENST00000518533"
"FGF18_P1"	"FGF18"	"chr5"	"+"	"P1"	171419647	"ENST00000274625"
"FGF19_P1"	"FGF19"	"chr11"	"-"	"P1"	69704642	"ENST00000294312"
"FGF2_P1"	"FGF2"	"chr4"	"+"	"P1"	122826831	"ENST00000264498"
"FGF20_P1"	"FGF20"	"chr8"	"-"	"P1"	17002345	"ENST00000180166"
"FGF21_P1"	"FGF21"	"chr19"	"+"	"P1"	48756071	"ENST00000222157"
"FGF22_P1"	"FGF22"	"chr19"	"+"	"P1"	639941	"ENST00000591390"
"FGF23_P1"	"FGF23"	"chr12"	"-"	"P1"	4379708	"ENST00000237837"
"FGF3_P1"	"FGF3"	"chr11"	"-"	"P1"	69819218	"ENST00000334134"
"FGF4_P1"	"FGF4"	"chr11"	"-"	"P1"	69775341	"ENST00000168712"
"FGF5_P1"	"FGF5"	"chr4"	"+"	"P1"	80266664	"ENST00000312465"
"FGF6_P1"	"FGF6"	"chr12"	"-"	"P1"	4445815	"ENST00000228837"
"FGF7_P1"	"FGF7"	"chr15"	"+"	"P1"	49423260	"ENST00000267843"
"FGF8_P1"	"FGF8"	"chr10"	"-"	"P1"	101776114	"ENST00000469792"
"FGF9_P1"	"FGF9"	"chr13"	"+"	"P1"	21671076	"ENST00000382353"
"FGFBP1_P1"	"FGFBP1"	"chr4"	"-"	"P1"	15938348	"ENST00000382333"
"FGFBP2_P1"	"FGFBP2"	"chr4"	"-"	"P1"	15963175	"ENST00000259989"
"FGFBP3_P1"	"FGFBP3"	"chr10"	"-"	"P1"	91909486	"ENST00000311575"
"FGFR1_P1"	"FGFR1"	"chr8"	"-"	"P1"	38468635	"ENST00000397091"
"FGFR1OP_P1"	"FGFR1OP"	"chr6"	"+"	"P1"	166999397	"ENST00000366847"
"FGFR1OP2_P1"	"FGFR1OP2"	"chr12"	"+"	"P1"	26938470	"ENST00000229395"
"FGFR2_P1"	"FGFR2"	"chr10"	"-"	"P1"	121598431	"ENST00000613048"
"FGFR3_P1"	"FGFR3"	"chr4"	"+"	"P1"	1793293	"ENST00000440486"
"FGFR4_P1"	"FGFR4"	"chr5"	"+"	"P1"	177086916	"ENST00000292408"
"FGFRL1_P1"	"FGFRL1"	"chr4"	"+"	"P1"	1011635	"ENST00000510644"
"FGG_P1"	"FGG"	"chr4"	"-"	"P1"	154612656	"ENST00000404648"
"FGGY_P1"	"FGGY"	"chr1"	"+"	"P1"	59297094	"ENST00000582567"
"FGL1_P1"	"FGL1"	"chr8"	"-"	"P1"	17895524	"ENST00000398054"
"FGL2_P1"	"FGL2"	"chr7"	"-"	"P1"	77199817	"ENST00000248598"
"FGR_P1"	"FGR"	"chr1"	"-"	"P1"	27635143	"ENST00000374005"
"FH_P1"	"FH"	"chr1"	"-"	"P1"	241519755	"ENST00000366560"
"FHAD1_P1"	"FHAD1"	"chr1"	"+"	"P1"	15247223	"ENST00000358897"
"FHDC1_P1"	"FHDC1"	"chr4"	"+"	"P1"	152936323	"ENST00000511601"
"FHIT_P1"	"FHIT"	"chr3"	"-"	"P1"	61251452	"ENST00000476844"
"FHL1_P2"	"FHL1"	"chrX"	"+"	"P2"	136147533	"ENST00000394155"
"FHL1_P1"	"FHL1"	"chrX"	"+"	"P1"	136197047	"ENST00000539015"
"FHL1_P3"	"FHL1"	"chrX"	"+"	"P3"	136204904	"ENST00000370674"
"FHL2_P3"	"FHL2"	"chr2"	"-"	"P3"	105396959	"ENST00000409807"
"FHL2_P1"	"FHL2"	"chr2"	"-"	"P1"	105399051	"ENST00000344213"
"FHL2_P2"	"FHL2"	"chr2"	"-"	"P2"	105438513	"ENST00000393352"
"FHL3_P1"	"FHL3"	"chr1"	"-"	"P1"	38005514	"ENST00000485803"
"FHL5_P1"	"FHL5"	"chr6"	"+"	"P1"	96562574	"ENST00000541107"
"FHOD1_P1"	"FHOD1"	"chr16"	"-"	"P1"	67247481	"ENST00000258201"
"FHOD3_P1"	"FHOD3"	"chr18"	"+"	"P1"	36297713	"ENST00000257209"
"FIBCD1_P1"	"FIBCD1"	"chr9"	"-"	"P1"	130939238	"ENST00000448616"
"FIBIN_P1"	"FIBIN"	"chr11"	"+"	"P1"	26994112	"ENST00000318627"
"FIBP_P1"	"FIBP"	"chr11"	"-"	"P1"	65888471	"ENST00000338369"
"FICD_P1"	"FICD"	"chr12"	"+"	"P1"	108515308	"ENST00000552695"
"FIG4_P1"	"FIG4"	"chr6"	"+"	"P1"	109691312	"ENST00000230124"
"FIGLA_P1"	"FIGLA"	"chr2"	"-"	"P1"	70790643	"ENST00000332372"
"FIGN_P1"	"FIGN"	"chr2"	"-"	"P1"	163736002	"ENST00000409634"
"FIGNL1_P1"	"FIGNL1"	"chr7"	"-"	"P1"	50450350	"ENST00000356889"
"FIGNL2_P1P2(W)"	"FIGNL2"	"chr12"	"-"	"P1P2(W)"	51821912	NA
"FIGNL2_P1(D)"	"FIGNL2"	"chr12"	"-"	"P1(D)"	51831933	NA
"FIGNL2_P1"	"FIGNL2"	"chr12"	"-"	"P1"	51848715	"ENST00000618634"
"FILIP1_P1"	"FILIP1"	"chr6"	"-"	"P1"	75493780	"ENST00000393004"
"FILIP1L_P2"	"FILIP1L"	"chr3"	"-"	"P2"	99848381	"ENST00000477258"
"FILIP1L_P1"	"FILIP1L"	"chr3"	"-"	"P1"	99876173	"ENST00000476723"
"FILIP1L_ENST00000331335(W)"	"FILIP1L"	"chr3"	"-"	"ENST00000331335(W)"	100114454	NA
"FIP1L1_P1"	"FIP1L1"	"chr4"	"+"	"P1"	53377643	"ENST00000511376"
"FIP1L1_P2"	"FIP1L1"	"chr4"	"+"	"P2"	53425886	"ENST00000513008"
"FIS1_P1"	"FIS1"	"chr7"	"-"	"P1"	101245081	"ENST00000449367"
"FIS1_P2"	"FIS1"	"chr7"	"-"	"P2"	101252304	"ENST00000474120"
"FITM1_P1"	"FITM1"	"chr14"	"+"	"P1"	24131620	"ENST00000267426"
"FITM2_P1"	"FITM2"	"chr20"	"-"	"P1"	44311202	"ENST00000396825"
"FIZ1_P1"	"FIZ1"	"chr19"	"-"	"P1"	55599517	"ENST00000221665"
"FJX1_P1"	"FJX1"	"chr11"	"+"	"P1"	35618460	"ENST00000317811"
"FKBP10_P1"	"FKBP10"	"chr17"	"+"	"P1"	41813004	"ENST00000585664"
"FKBP11_P1"	"FKBP11"	"chr12"	"-"	"P1"	48925492	"ENST00000550765"
